1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
181.6189711516613,225.33378691934706,207.93557376436397,222.1618293677711,290.17515315027265,276.5239676247906,264.205580257896,272.84189506164404,311.89130423891686,302.365011306361,284.756648156188,277.2242064894929,242.9798544447726,254.09772179485444,291.0663855399229,276.5558311919959,227.66177343356773,223.70970487099194,289.0501421038607,322.97068130883906,307.8293009007609,286.54578968696455,386.14055516996973,395.9018227312384
212.16161179517735,308.2767968557737,99.84305766496038,377.5594978723085,300.7372438979658,245.70205957152592,269.2599317227548,293.9364241565909,384.52870603383235,210.4232166769768,330.59522972456216,203.11292218852714,234.69292953964163,288.25961887102653,342.4773215207749,187.9516513962738,198.35359221541282,248.03864500071896,427.5786807392785,277.1482318508525,326.985516049924,233.6252474326766,671.0570486298018,116.79447728190547
142.39077698292039,316.02808986376755,66.76416086323363,279.61306240257954,307.34587567805534,259.15122879303715,251.74736596669712,239.25390244400134,394.30680593574516,238.91806658781385,351.3354907904587,251.26677934990357,219.9358247186823,239.65544955907092,365.1600109877179,256.9699546517227,199.38076474126498,150.52160346844283,368.79313076682564,288.6730857515978,339.46633194125263,101.22406171013773,675.0091681805712,351.8077077066564
225.33378691934706,207.93557376436397,222.1618293677711,290.17515315027265,276.5239676247906,264.205580257896,272.84189506164404,311.89130423891686,302.365011306361,284.756648156188,277.2242064894929,242.9798544447726,254.09772179485444,291.0663855399229,276.5558311919959,227.66177343356773,223.70970487099194,289.0501421038607,322.97068130883906,307.8293009007609,286.54578968696455,386.14055516996973,395.9018227312384,248.84864828801372
128.4797056419026,172.81012264085587,246.68818419902848,268.7352454792032,231.92246754912662,241.01882299698082,263.01338147907694,300.5099342655607,298.0374871347733,290.97825538554554,299.4975991400593,241.99100263948466,238.32577759096776,245.73743646549573,277.5146591016227,344.5073163390205,305.3293119905435,240.29238288428084,220.11354717581835,251.05994292042044,275.99460103748044,309.8766134845644,343.33398031040343,242.47126449003986
175.28235289861,263.7822082973938,351.9161343799692,229.07742746647827,194.03708063294604,302.15341291138935,263.85793479958875,395.21898845283505,204.49148007917591,367.7795064337655,230.54848963330528,171.87330039357028,291.68685641402595,216.2542618055002,396.56294240127147,384.60957346970594,170.85779871243014,209.01495355534544,195.52885014492267,350.54172322831505,249.17641570570686,426.03908325824085,289.5688355509797,29.44630023032972
81.83803698431792,141.46023401808776,308.39306349192805,269.80785446530723,179.88423308257225,262.16882815856513,205.8008800782863,391.5834941903707,214.17700433732554,368.4467086468134,312.10870488539905,184.96469876790957,275.2206111254913,158.46637580197395,304.4050592083351,439.80082526865687,271.56981221321627,244.69824420671407,151.57816261252583,302.81278636925407,193.714143710888,397.09912506982715,455.49622874975,230.8780549728793
172.81012264085587,246.68818419902848,268.7352454792032,231.92246754912662,241.01882299698082,263.01338147907694,300.5099342655607,298.0374871347733,290.97825538554554,299.4975991400593,241.99100263948466,238.32577759096776,245.73743646549573,277.5146591016227,344.5073163390205,305.3293119905435,240.29238288428084,220.11354717581835,251.05994292042044,275.99460103748044,309.8766134845644,343.33398031040343,242.47126449003986,134.94984822525893
175.32754585091723,242.9012264615788,256.09101946486015,260.8244658526343,296.29109315085344,308.3572957883828,357.17187902421557,329.976829854274,213.22769015389508,234.4815771278541,321.21108518114556,302.9692179293126,298.2618829053824,279.20618715006543,242.19398109405756,263.03608237614634,351.0052443158497,432.8556850179512,329.58694737938356,237.9511220858829,306.31547812499775,326.16807593798177,251.2814459374125,178.79318134616787
228.3928533360869,373.65005436401105,178.39659282876573,365.6268257137237,285.3456451182018,364.3468042761256,414.0473901288907,195.5763635413818,67.53936512028166,424.16186764401164,337.76861944723447,257.1466400225684,327.786262845919,196.78666715770007,239.30895185867192,329.18167359056736,513.245532398554,464.4816275158803,51.20636552995351,289.8929707139089,397.9558111654154,271.95122983507065,111.32946033289913,118.99379933530672
112.15239855914648,333.7854461009545,156.02210599154498,307.23654118350504,252.36778730064006,300.29636791954044,464.37729616716626,358.9160151875085,44.80128661169659,304.65355091505666,348.79179583605674,268.7375029648458,361.6257071424308,245.0790103294432,196.89049116172532,188.7649562331454,401.22974252002217,607.9675292288135,186.00927345785692,214.67514508458015,380.38492204089283,391.23343154192594,238.592563357029,187.72569315588336
242.9012264615788,256.09101946486015,260.8244658526343,296.29109315085344,308.3572957883828,357.17187902421557,329.976829854274,213.22769015389508,234.4815771278541,321.21108518114556,302.9692179293126,298.2618829053824,279.20618715006543,242.19398109405756,263.03608237614634,351.0052443158497,432.8556850179512,329.58694737938356,237.9511220858829,306.31547812499775,326.16807593798177,251.2814459374125,178.79318134616787,151.21489408158504
